Dates,BA,NOC
1995-07-03,30.813,23.587
1995-06-30,31.313,23.643
1995-06-29,32.25,23.36
1995-06-28,31.875,23.473
1995-06-27,31.563,23.53
1995-06-26,31.813,23.7
1995-06-23,32.688,24.154
1995-06-22,32.25,24.494
1995-06-21,32.25,24.324
1995-06-20,32.125,24.324
1995-06-19,32.5,24.21
1995-06-16,32.188,23.984
1995-06-15,31.938,23.813
1995-06-14,32.0,23.87
1995-06-13,32.438,23.984
1995-06-12,31.188,23.757
1995-06-09,31.188,23.36
1995-06-08,31.125,23.643
1995-06-07,30.563,23.927
1995-06-06,30.375,24.154
1995-06-05,30.813,23.7
1995-06-02,29.5,23.643
1995-06-01,29.313,23.757
1995-05-31,29.438,23.757
1995-05-30,29.125,23.53
1995-05-26,28.25,23.36
1995-05-25,28.375,23.417
1995-05-24,28.75,23.303
1995-05-23,28.438,23.02
1995-05-22,28.125,23.246
1995-05-19,27.563,22.453
1995-05-18,27.813,22.623
1995-05-17,28.5,22.793
1995-05-16,27.813,22.736
1995-05-15,27.438,22.566
1995-05-12,27.313,22.396
1995-05-11,27.188,21.829
1995-05-10,27.25,21.659
1995-05-09,27.875,21.942
1995-05-08,27.313,21.942
1995-05-05,27.438,22.169
1995-05-04,27.75,22.623
1995-05-03,28.0,22.679
1995-05-02,27.813,22.509
1995-05-01,27.438,22.509
1995-04-28,27.5,22.509
1995-04-27,27.938,22.453
1995-04-26,28.063,22.679
1995-04-25,28.063,22.509
1995-04-24,28.438,22.963
1995-04-21,27.875,22.623
1995-04-20,27.438,23.02
1995-04-19,26.875,23.19
1995-04-18,26.75,22.623
1995-04-17,27.625,23.19
1995-04-13,27.563,22.906
1995-04-12,27.938,22.793
1995-04-11,26.938,22.566
1995-04-10,26.938,22.623
1995-04-07,26.688,22.679
1995-04-06,26.688,22.85
1995-04-05,26.625,22.679
1995-04-04,26.75,22.509
1995-04-03,26.438,22.623
1995-03-31,26.875,22.169
1995-03-30,26.563,22.566
1995-03-29,26.25,21.886
1995-03-28,25.813,21.659
1995-03-27,25.813,21.602
1995-03-24,24.875,21.716
1995-03-23,24.563,21.716
1995-03-22,24.313,21.545
1995-03-21,24.625,21.829
1995-03-20,24.625,21.659
1995-03-17,24.813,21.545
1995-03-16,24.625,21.545
1995-03-15,24.0,21.602
1995-03-14,24.438,21.829
1995-03-13,23.375,21.886
1995-03-10,23.438,21.602
1995-03-09,23.063,21.092
1995-03-08,22.75,20.752
1995-03-07,22.75,20.638
1995-03-06,22.938,20.865
1995-03-03,23.125,20.865
1995-03-02,23.063,21.035
1995-03-01,23.063,20.752
1995-02-28,23.063,20.128
1995-02-27,23.125,19.901
1995-02-24,23.25,19.958
1995-02-23,23.5,19.845
1995-02-22,23.125,19.901
1995-02-21,23.25,19.448
1995-02-17,23.0,19.504
1995-02-16,23.125,19.561
1995-02-15,23.25,19.448
1995-02-14,22.938,18.824
1995-02-13,23.125,19.051
1995-02-10,23.375,19.051
1995-02-09,23.813,18.994
1995-02-08,23.938,18.994
1995-02-07,23.875,18.994
1995-02-06,23.563,18.937
1995-02-03,23.875,19.221
1995-02-02,23.125,18.824
1995-02-01,22.938,18.54
1995-01-31,22.25,18.314
1995-01-30,22.438,18.427
1995-01-27,22.875,18.654
1995-01-26,22.938,18.597
1995-01-25,23.313,18.54
1995-01-24,23.875,18.314
1995-01-23,23.688,18.257
1995-01-20,23.813,18.314
1995-01-19,24.125,18.37
1995-01-18,24.625,18.37
1995-01-17,24.813,18.484
1995-01-16,24.375,18.654
1995-01-13,24.688,18.597
1995-01-12,24.563,18.937
1995-01-11,23.625,18.711
1995-01-10,23.688,19.164
1995-01-09,23.813,19.448
1995-01-06,23.813,19.334
1995-01-05,23.375,19.334
1995-01-04,23.313,19.278
1995-01-03,23.375,19.107
1994-12-30,23.5,19.051
1994-12-29,23.563,19.448
1994-12-28,23.563,19.391
1994-12-27,23.688,19.334
1994-12-23,23.688,19.107
1994-12-22,23.688,19.107
1994-12-21,24.0,19.448
1994-12-20,24.063,19.504
1994-12-19,23.813,19.334
1994-12-16,23.938,19.334
1994-12-15,23.938,18.994
1994-12-14,23.688,18.767
1994-12-13,23.75,18.711
1994-12-12,23.688,18.54
1994-12-09,23.438,18.54
1994-12-08,23.5,18.427
1994-12-07,24.0,18.881
1994-12-06,23.688,19.051
1994-12-05,23.25,18.881
1994-12-02,22.688,18.484
1994-12-01,22.5,18.484
1994-11-30,22.438,18.427
1994-11-29,22.125,18.484
1994-11-28,22.25,18.37
1994-11-25,22.313,18.597
1994-11-23,22.313,18.597
1994-11-22,22.5,19.107
1994-11-21,22.438,19.334
1994-11-18,22.375,19.674
1994-11-17,22.625,20.298
1994-11-16,22.563,20.412
1994-11-15,21.875,20.185
1994-11-14,21.75,20.298
1994-11-11,21.688,20.071
1994-11-10,22.0,20.412
1994-11-09,22.125,20.185
1994-11-08,21.938,19.618
1994-11-07,21.938,19.788
1994-11-04,21.813,19.788
1994-11-03,22.0,19.901
1994-11-02,21.938,19.901
1994-11-01,21.938,19.788
1994-10-31,21.938,19.901
1994-10-28,21.875,20.128
1994-10-27,21.75,19.958
1994-10-26,21.625,19.901
1994-10-25,21.563,20.298
1994-10-24,21.813,20.468
1994-10-21,21.813,20.468
1994-10-20,22.063,20.638
1994-10-19,22.0,20.752
1994-10-18,21.688,20.865
1994-10-17,22.063,21.149
1994-10-14,22.25,21.035
1994-10-13,22.0,20.922
1994-10-12,22.063,21.092
1994-10-11,22.188,21.205
1994-10-10,21.875,21.262
1994-10-07,22.0,20.922
1994-10-06,22.0,20.638
1994-10-05,21.938,20.808
1994-10-04,21.75,20.752
1994-10-03,21.813,20.412
1994-09-30,21.625,20.525
1994-09-29,21.875,20.355
1994-09-28,21.938,20.298
1994-09-27,21.938,20.355
1994-09-26,21.688,20.412
1994-09-23,21.438,20.412
1994-09-22,21.688,20.468
1994-09-21,22.0,20.525
1994-09-20,22.125,20.355
1994-09-19,22.563,20.185
1994-09-16,22.813,20.128
1994-09-15,22.875,20.071
1994-09-14,22.688,20.015
1994-09-13,22.625,19.845
1994-09-12,22.625,19.958
1994-09-09,22.875,19.958
1994-09-08,23.063,20.185
1994-09-07,23.188,20.071
1994-09-06,22.875,20.015
1994-09-02,22.938,20.071
1994-09-01,22.875,20.071
1994-08-31,22.75,20.412
1994-08-30,22.563,19.958
1994-08-29,22.563,19.334
1994-08-26,22.563,19.221
1994-08-25,22.125,19.674
1994-08-24,22.125,19.618
1994-08-23,22.0,19.391
1994-08-22,22.063,19.164
1994-08-19,22.5,19.504
1994-08-18,22.563,19.561
1994-08-17,23.063,19.618
1994-08-16,23.063,19.618
1994-08-15,22.875,19.674
1994-08-12,22.438,19.618
1994-08-11,22.375,20.015
1994-08-10,22.438,20.128
1994-08-09,22.563,20.071
1994-08-08,22.5,20.071
1994-08-05,22.5,20.128
1994-08-04,22.688,20.128
1994-08-03,22.688,19.391
1994-08-02,22.813,19.448
1994-08-01,22.563,19.221
1994-07-29,22.313,19.051
1994-07-28,22.5,18.597
1994-07-27,22.688,18.597
1994-07-26,22.563,18.767
1994-07-25,23.0,19.221
1994-07-22,23.0,18.654
1994-07-21,23.0,18.767
1994-07-20,23.063,18.427
1994-07-19,23.313,18.484
1994-07-18,23.438,18.144
1994-07-15,23.375,17.463
1994-07-14,23.688,17.463
1994-07-13,23.563,16.896
1994-07-12,23.438,16.216
1994-07-11,23.688,16.499
1994-07-08,23.75,16.613
1994-07-07,23.813,16.896
1994-07-06,23.438,16.953
1994-07-05,23.563,17.01
1994-07-01,23.188,16.839
1994-06-30,23.125,16.839
1994-06-29,23.625,16.613
1994-06-28,23.438,16.669
1994-06-27,23.375,17.066
1994-06-24,23.188,17.066
1994-06-23,23.938,17.463
1994-06-22,24.125,17.577
1994-06-21,24.0,17.52
1994-06-20,23.875,17.52
1994-06-17,24.188,17.747
1994-06-16,24.938,17.803
1994-06-15,24.563,17.69
1994-06-14,24.375,17.69
1994-06-13,24.25,17.35
1994-06-10,24.125,17.35
1994-06-09,23.875,16.896
1994-06-08,24.375,16.726
1994-06-07,24.438,16.443
1994-06-06,24.375,16.499
1994-06-03,24.125,16.216
1994-06-02,23.938,16.159
1994-06-01,23.375,15.989
1994-05-31,23.188,16.046
1994-05-27,23.188,16.216
1994-05-26,23.5,16.102
1994-05-25,22.25,16.329
1994-05-24,22.125,15.989
1994-05-23,21.938,16.216
1994-05-20,22.125,16.273
1994-05-19,22.125,16.669
1994-05-18,21.813,16.839
1994-05-17,21.875,16.329
1994-05-16,21.875,15.989
1994-05-13,21.875,15.762
1994-05-12,22.0,16.386
1994-05-11,22.0,16.443
1994-05-10,22.375,16.499
1994-05-09,22.25,16.613
1994-05-06,22.313,16.953
1994-05-05,22.5,17.35
1994-05-04,22.25,17.52
1994-05-03,22.375,17.577
1994-05-02,22.375,17.123
1994-04-29,22.5,17.35
1994-04-28,22.25,16.783
1994-04-26,22.438,16.839
1994-04-25,22.375,16.839
1994-04-22,21.875,16.726
1994-04-21,22.125,16.783
1994-04-20,22.063,16.839
1994-04-19,22.688,16.896
1994-04-18,22.375,16.669
1994-04-15,22.625,17.01
1994-04-14,22.625,17.066
1994-04-13,22.563,16.896
1994-04-12,22.875,17.123
1994-04-11,22.563,17.236
1994-04-08,22.375,17.917
1994-04-07,22.625,17.973
1994-04-06,22.75,17.52
1994-04-05,22.688,17.633
1994-04-04,22.125,17.066
1994-03-31,22.25,18.087
1994-03-30,22.688,18.54
1994-03-29,22.813,18.54
1994-03-28,22.938,19.391
1994-03-25,22.875,20.015
1994-03-24,23.188,20.582
1994-03-23,23.125,20.015
1994-03-22,23.0,19.845
1994-03-21,23.0,19.788
1994-03-18,23.5,19.845
1994-03-17,22.875,20.298
1994-03-16,23.063,19.845
1994-03-15,23.375,18.994
1994-03-14,23.938,19.164
1994-03-11,23.813,18.767
1994-03-10,23.438,18.711
1994-03-09,23.375,18.427
1994-03-08,23.5,18.654
1994-03-07,23.875,18.767
1994-03-04,23.563,17.973
1994-03-03,23.125,18.03
1994-03-02,23.375,17.973
1994-03-01,23.125,18.087
1994-02-28,23.375,18.257
1994-02-25,23.688,18.144
1994-02-24,23.438,17.86
1994-02-23,23.438,17.973
1994-02-22,23.75,18.087
1994-02-18,23.75,18.144
1994-02-17,23.875,18.257
1994-02-16,23.25,18.087
1994-02-15,22.188,17.803
1994-02-14,22.313,17.577
1994-02-11,21.813,17.463
1994-02-10,21.75,17.35
1994-02-09,21.625,17.463
1994-02-08,21.625,17.463
1994-02-07,21.25,17.52
1994-02-04,21.25,17.69
1994-02-03,21.438,18.2
1994-02-02,21.75,17.803
1994-02-01,21.375,18.087
1994-01-31,21.625,17.633
1994-01-28,21.313,17.52
1994-01-27,21.313,17.463
1994-01-26,21.375,17.69
1994-01-25,21.5,17.803
1994-01-24,22.25,17.803
1994-01-21,22.563,17.803
1994-01-20,22.25,17.917
1994-01-19,22.063,18.144
1994-01-18,22.125,17.917
1994-01-17,22.25,17.406
1994-01-14,22.188,17.577
1994-01-13,21.813,17.577
1994-01-12,21.438,17.52
1994-01-11,21.313,17.01
1994-01-10,21.375,17.123
1994-01-07,21.438,16.896
1994-01-06,21.625,17.066
1994-01-05,21.375,16.896
1994-01-04,21.5,17.18
1994-01-03,21.813,16.896
1993-12-31,21.625,16.953
1993-12-30,21.563,16.953
1993-12-29,21.563,17.123
1993-12-28,21.813,16.896
1993-12-27,22.125,16.783
1993-12-23,21.875,16.556
1993-12-22,21.813,16.499
1993-12-21,21.938,16.556
1993-12-20,22.313,16.329
1993-12-17,22.188,16.613
1993-12-16,21.875,16.159
1993-12-15,21.375,16.613
1993-12-14,20.563,16.556
1993-12-13,20.563,16.613
1993-12-10,20.0,16.726
1993-12-09,19.938,16.669
1993-12-08,19.813,16.669
1993-12-07,20.5,16.839
1993-12-06,19.438,17.066
1993-12-03,19.063,17.18
1993-12-02,18.938,17.35
1993-12-01,18.938,17.406
1993-11-30,19.313,17.236
1993-11-29,19.563,17.18
1993-11-26,19.25,16.726
1993-11-24,19.25,16.669
1993-11-23,19.5,16.443
1993-11-22,19.375,15.989
1993-11-19,19.25,15.932
1993-11-18,19.563,15.932
1993-11-17,20.375,16.216
1993-11-16,18.813,16.726
1993-11-15,18.5,17.463
1993-11-12,18.188,16.839
1993-11-11,17.813,16.556
1993-11-10,17.75,16.386
1993-11-09,17.938,16.046
1993-11-08,18.375,16.102
1993-11-05,18.625,16.159
1993-11-04,18.688,16.046
1993-11-03,18.875,15.876
1993-11-02,18.813,15.819
1993-11-01,18.938,15.762
1993-10-29,18.75,15.762
1993-10-28,18.813,15.592
1993-10-27,18.625,15.592
1993-10-26,18.313,15.592
1993-10-25,18.688,15.252
1993-10-22,19.125,15.195
1993-10-21,19.188,15.592
1993-10-20,19.313,15.876
1993-10-19,19.188,16.159
1993-10-18,19.0,16.102
1993-10-15,18.875,15.989
1993-10-14,19.063,16.102
1993-10-13,18.688,16.046
1993-10-12,18.688,16.046
1993-10-11,18.688,16.216
1993-10-08,18.688,16.443
1993-10-07,18.875,16.273
1993-10-06,19.0,15.876
1993-10-05,18.813,15.649
1993-10-04,19.313,15.762
1993-10-01,19.375,15.989
1993-09-30,19.188,15.932
1993-09-29,19.438,15.876
1993-09-28,19.5,15.989
1993-09-27,19.625,15.932
1993-09-24,19.438,15.819
1993-09-23,19.625,15.762
1993-09-22,19.688,16.046
1993-09-21,19.938,15.876
1993-09-20,20.0,15.932
1993-09-17,19.938,15.932
1993-09-16,19.938,16.046
1993-09-15,20.063,16.159
1993-09-14,20.0,16.159
1993-09-13,20.188,16.273
1993-09-10,20.188,16.216
1993-09-09,19.938,15.876
1993-09-08,19.75,15.649
1993-09-07,19.938,15.876
1993-09-03,19.813,16.046
1993-09-02,19.813,16.386
1993-09-01,19.813,16.726
1993-08-31,19.813,16.839
1993-08-30,19.5,17.01
1993-08-27,19.438,16.896
1993-08-26,19.5,16.726
1993-08-25,19.625,16.783
1993-08-24,19.563,16.839
1993-08-23,19.688,16.669
1993-08-20,19.75,16.953
1993-08-19,19.875,16.953
1993-08-18,19.5,17.236
1993-08-17,19.188,17.293
1993-08-16,19.063,17.86
1993-08-13,19.188,17.86
1993-08-12,19.375,17.86
1993-08-11,19.438,18.087
1993-08-10,19.375,18.087
1993-08-09,19.563,18.144
1993-08-06,19.438,18.144
1993-08-05,19.063,18.087
1993-08-04,19.125,17.917
1993-08-03,19.438,17.747
1993-08-02,19.5,18.03
1993-07-30,19.688,18.2
1993-07-29,19.563,17.52
1993-07-28,19.25,17.803
1993-07-27,19.313,18.087
1993-07-26,19.313,17.463
1993-07-23,18.875,17.577
1993-07-22,18.75,18.087
1993-07-21,19.063,19.051
1993-07-20,19.0,18.881
1993-07-19,18.813,19.051
1993-07-16,18.688,19.051
1993-07-15,18.75,18.881
1993-07-14,18.875,18.881
1993-07-13,18.75,18.881
1993-07-12,18.688,19.107
1993-07-09,18.688,19.164
1993-07-08,18.563,19.107
1993-07-07,18.188,19.051
1993-07-06,18.25,18.937
1993-07-02,18.375,18.767
1993-07-01,18.5,18.937
1993-06-30,18.5,18.937
1993-06-29,18.813,18.937
1993-06-28,18.875,18.824
1993-06-25,19.125,18.881
1993-06-24,19.125,18.881
1993-06-23,19.375,18.2
1993-06-22,19.125,18.03
1993-06-21,19.25,17.86
1993-06-18,19.375,17.86
1993-06-17,19.375,17.633
1993-06-16,19.688,17.577
1993-06-15,19.625,17.236
1993-06-14,19.438,17.52
1993-06-11,19.438,17.52
1993-06-10,19.188,17.577
1993-06-09,19.375,17.52
1993-06-08,19.125,17.52
1993-06-07,19.438,17.803
1993-06-04,19.813,17.917
1993-06-03,19.813,17.973
1993-06-02,19.875,17.803
1993-06-01,19.875,17.747
1993-05-28,19.813,17.633
1993-05-27,19.938,17.633
1993-05-26,20.0,17.52
1993-05-25,20.125,17.406
1993-05-24,20.063,17.463
1993-05-21,20.0,17.52
1993-05-20,20.313,17.577
1993-05-19,20.25,17.86
1993-05-18,20.0,17.803
1993-05-17,20.063,17.18
1993-05-14,19.938,16.896
1993-05-13,19.75,17.293
1993-05-12,19.688,17.577
1993-05-11,19.5,17.52
1993-05-10,19.125,17.463
1993-05-07,19.5,17.406
1993-05-06,19.688,17.52
1993-05-05,19.5,17.747
1993-05-04,19.25,17.803
1993-05-03,18.938,17.52
1993-04-30,19.0,17.69
1993-04-29,19.0,17.52
1993-04-28,18.688,17.123
1993-04-27,18.938,17.123
1993-04-26,18.688,17.18
1993-04-23,19.0,17.69
1993-04-22,18.938,17.123
1993-04-21,18.75,17.35
1993-04-20,18.5,17.52
1993-04-19,18.813,17.463
1993-04-16,18.875,17.406
1993-04-15,18.5,17.35
1993-04-14,18.375,17.52
1993-04-13,18.375,17.69
1993-04-12,18.375,16.953
1993-04-08,18.063,16.443
1993-04-07,18.125,16.669
1993-04-06,17.563,16.613
1993-04-05,17.438,16.159
1993-04-02,17.25,16.216
1993-04-01,17.438,16.613
1993-03-31,17.5,16.726
1993-03-30,17.813,16.669
1993-03-29,17.688,16.386
1993-03-26,17.5,16.102
1993-03-25,17.688,15.876
1993-03-24,17.375,15.876
1993-03-23,17.688,16.216
1993-03-22,17.25,16.159
1993-03-19,17.313,16.046
1993-03-18,17.25,15.762
1993-03-17,17.188,15.932
1993-03-16,17.5,16.159
1993-03-15,17.813,16.159
1993-03-12,17.625,16.216
1993-03-11,17.313,15.932
1993-03-10,17.438,15.932
1993-03-09,17.063,15.932
1993-03-08,17.25,15.649
1993-03-05,17.313,15.422
1993-03-04,17.25,15.252
1993-03-03,17.25,15.309
1993-03-02,17.063,15.252
1993-03-01,17.0,15.025
1993-02-26,17.188,15.252
1993-02-25,17.313,15.195
1993-02-24,17.375,14.855
1993-02-23,17.313,14.628
1993-02-22,17.188,14.345
1993-02-19,16.813,14.118
1993-02-18,16.938,14.175
1993-02-17,16.875,14.175
1993-02-16,16.875,14.288
1993-02-12,17.188,13.834
1993-02-11,17.188,14.288
1993-02-10,17.5,14.288
1993-02-09,17.625,14.685
1993-02-08,17.688,14.515
1993-02-05,17.813,14.061
1993-02-04,17.5,14.798
1993-02-03,17.813,14.798
1993-02-02,17.938,14.798
1993-02-01,18.0,14.628
1993-01-29,17.625,14.628
1993-01-28,17.625,15.082
1993-01-27,17.313,15.082
1993-01-26,17.75,15.876
1993-01-25,18.438,16.216
1993-01-22,18.063,15.989
1993-01-21,18.188,15.649
1993-01-20,18.375,15.422
1993-01-19,18.5,16.046
1993-01-18,18.813,15.932
1993-01-15,18.625,15.819
1993-01-14,18.75,15.252
1993-01-13,19.125,15.195
1993-01-12,19.125,15.139
1993-01-11,19.125,15.195
1993-01-08,19.5,14.968
1993-01-07,20.125,15.252
1993-01-06,20.125,15.195
1993-01-05,20.0,15.252
1993-01-04,19.813,15.422
1992-12-31,20.063,15.479
1992-12-30,19.75,15.365
1992-12-29,19.813,15.592
1992-12-28,19.438,15.649
1992-12-24,19.625,15.479
1992-12-23,19.313,15.535
1992-12-22,18.688,15.309
1992-12-21,18.438,14.912
1992-12-18,17.875,15.139
1992-12-17,17.625,14.685
1992-12-16,17.375,14.685
1992-12-15,17.375,15.309
1992-12-14,17.313,15.535
1992-12-11,17.188,15.309
1992-12-10,17.125,15.025
1992-12-09,17.313,15.139
1992-12-08,17.313,14.175
1992-12-07,17.438,14.175
1992-12-04,17.25,14.118
1992-12-03,17.25,13.891
1992-12-02,17.0,13.834
1992-12-01,17.5,13.154
1992-11-30,17.563,12.984
1992-11-27,17.438,13.041
1992-11-25,16.938,12.871
1992-11-24,17.313,12.644
1992-11-23,17.5,12.53
1992-11-20,17.125,12.644
1992-11-19,16.875,12.757
1992-11-18,17.25,12.644
1992-11-17,17.25,11.85
1992-11-16,17.563,11.907
1992-11-13,17.625,11.85
1992-11-12,17.625,11.68
1992-11-11,17.563,11.51
1992-11-10,17.875,11.51
1992-11-09,18.063,11.737
1992-11-06,17.938,11.68
1992-11-05,18.125,11.567
1992-11-04,18.313,11.623
1992-11-03,18.188,11.793
1992-11-02,18.5,11.85
1992-10-30,18.0,11.623
1992-10-29,18.063,11.793
1992-10-28,18.063,11.567
1992-10-27,18.25,11.737
1992-10-26,17.875,11.907
1992-10-23,18.375,11.453
1992-10-22,18.625,11.283
1992-10-21,18.688,11.056
1992-10-20,18.5,10.829
1992-10-19,18.438,10.886
1992-10-16,18.5,10.546
1992-10-15,18.625,10.716
1992-10-14,18.5,10.489
1992-10-13,18.688,10.546
1992-10-12,18.313,10.603
1992-10-09,18.188,10.433
1992-10-08,18.125,10.546
1992-10-07,18.125,10.206
1992-10-06,18.5,10.829
1992-10-05,18.375,10.716
1992-10-02,18.0,10.943
1992-10-01,18.188,11.0
1992-09-30,18.375,11.056
1992-09-29,17.875,10.943
1992-09-28,17.75,11.0
1992-09-25,17.75,10.943
1992-09-24,17.875,10.943
1992-09-23,17.5,10.829
1992-09-22,17.563,10.943
1992-09-21,17.75,11.113
1992-09-18,17.25,11.623
1992-09-17,17.75,11.0
1992-09-16,17.875,10.886
1992-09-15,18.375,10.716
1992-09-14,18.875,10.773
1992-09-11,18.563,10.489
1992-09-10,18.5,10.659
1992-09-09,18.438,10.886
1992-09-08,18.5,11.0
1992-09-04,18.75,11.226
1992-09-03,18.688,11.17
1992-09-02,18.813,11.226
1992-09-01,18.625,11.17
1992-08-31,18.625,11.283
1992-08-28,18.688,11.453
1992-08-27,18.75,11.453
1992-08-26,18.563,11.17
1992-08-25,18.813,11.34
1992-08-24,19.188,11.567
1992-08-21,19.25,11.68
1992-08-20,19.563,11.567
1992-08-19,19.563,11.567
1992-08-18,19.75,11.737
1992-08-17,19.938,11.737
1992-08-14,19.75,11.623
1992-08-13,19.688,11.396
1992-08-12,19.813,11.793
1992-08-11,19.813,12.134
1992-08-10,19.875,12.247
1992-08-07,20.125,12.134
1992-08-06,20.188,12.247
1992-08-05,20.188,12.53
1992-08-04,20.125,12.644
1992-08-03,20.188,12.757
1992-07-31,20.0,12.814
1992-07-30,19.688,12.7
1992-07-29,19.5,12.587
1992-07-28,19.5,12.53
1992-07-27,19.625,12.36
1992-07-24,19.875,12.304
1992-07-23,20.0,12.077
1992-07-22,19.875,12.077
1992-07-21,20.063,12.247
1992-07-20,20.188,12.36
1992-07-17,20.125,12.19
1992-07-16,20.25,12.304
1992-07-15,19.938,12.36
1992-07-14,19.688,12.077
1992-07-13,19.813,12.134
1992-07-10,19.5,12.134
1992-07-09,20.0,12.19
1992-07-08,20.188,12.247
1992-07-07,20.625,12.36
1992-07-06,20.75,11.963
1992-07-02,20.563,11.793
1992-07-01,20.563,11.793
1992-06-30,19.938,11.907
1992-06-29,19.5,11.737
1992-06-26,20.0,11.283
1992-06-25,20.25,11.226
1992-06-24,20.563,11.396
1992-06-23,20.938,11.623
1992-06-22,20.938,11.793
1992-06-19,21.063,11.793
1992-06-18,21.063,11.567
1992-06-17,21.563,11.34
1992-06-16,21.875,11.51
1992-06-15,22.0,11.623
1992-06-12,21.938,11.567
1992-06-11,22.125,11.51
1992-06-10,21.688,11.396
1992-06-09,22.063,11.34
1992-06-08,22.5,11.453
1992-06-05,22.438,11.283
1992-06-04,22.0,11.396
1992-06-03,21.813,11.396
1992-06-02,21.5,11.396
1992-06-01,22.0,11.396
1992-05-29,21.938,11.34
1992-05-28,22.0,11.453
1992-05-27,21.875,11.396
1992-05-26,21.688,11.396
1992-05-22,21.875,11.51
1992-05-21,22.063,11.396
1992-05-20,22.063,11.623
1992-05-19,21.875,11.226
1992-05-18,21.75,11.056
1992-05-15,21.813,11.17
1992-05-14,21.938,11.17
1992-05-13,21.938,11.396
1992-05-12,21.938,11.737
1992-05-11,22.0,11.85
1992-05-08,22.063,11.85
1992-05-07,22.063,11.963
1992-05-06,21.688,11.907
1992-05-05,21.375,12.02
1992-05-04,21.625,12.247
1992-05-01,21.875,11.907
1992-04-30,22.0,11.907
1992-04-29,21.938,12.134
1992-04-28,22.188,12.077
1992-04-27,22.5,12.02
1992-04-24,22.688,11.963
1992-04-23,22.75,12.134
1992-04-22,23.0,12.134
1992-04-21,23.188,12.247
1992-04-20,23.375,11.793
1992-04-16,23.625,12.077
1992-04-15,23.563,11.963
1992-04-14,23.188,11.737
1992-04-13,22.875,11.51
1992-04-10,22.438,11.226
1992-04-09,21.5,11.113
1992-04-08,21.625,10.886
1992-04-07,21.875,11.226
1992-04-06,22.375,11.056
1992-04-03,22.563,10.943
1992-04-02,22.625,11.0
1992-04-01,22.625,11.0
1992-03-31,21.938,10.886
1992-03-30,21.875,11.0
1992-03-27,21.875,10.886
1992-03-26,22.0,10.886
1992-03-25,21.813,10.886
1992-03-24,21.75,11.0
1992-03-23,21.938,11.113
1992-03-20,22.313,11.113
1992-03-19,22.625,11.056
1992-03-18,22.875,11.056
1992-03-17,22.625,11.0
1992-03-16,22.5,11.056
1992-03-13,22.375,11.0
1992-03-12,22.375,11.226
1992-03-11,22.438,11.226
1992-03-10,22.625,11.567
1992-03-09,22.438,11.623
1992-03-06,23.063,11.567
1992-03-05,23.313,11.283
1992-03-04,23.625,11.283
1992-03-03,23.438,11.623
1992-03-02,23.188,11.51
1992-02-28,23.0,11.567
1992-02-27,22.813,11.567
1992-02-26,22.938,11.623
1992-02-25,23.125,11.51
1992-02-24,23.5,12.19
1992-02-21,23.438,11.737
1992-02-20,23.125,11.85
1992-02-19,23.063,11.737
1992-02-18,23.188,11.396
1992-02-14,23.063,11.283
1992-02-13,23.313,11.51
1992-02-12,23.313,11.68
1992-02-11,23.5,11.737
1992-02-10,24.0,11.68
1992-02-07,24.813,11.737
1992-02-06,24.938,11.737
1992-02-05,25.125,11.737
1992-02-04,25.25,11.85
1992-02-03,25.438,11.567
1992-01-31,25.438,11.34
1992-01-30,26.375,11.567
1992-01-29,25.313,11.567
1992-01-28,26.813,11.793
1992-01-27,27.188,11.737
1992-01-24,26.313,11.623
1992-01-23,26.063,11.737
1992-01-22,25.938,11.907
1992-01-21,24.75,11.623
1992-01-20,25.438,11.68
1992-01-17,25.875,11.963
1992-01-16,25.938,11.68
1992-01-15,25.938,11.963
1992-01-14,25.375,11.963
1992-01-13,24.438,11.793
1992-01-10,24.188,11.396
1992-01-09,24.563,11.113
1992-01-08,24.438,11.0
1992-01-07,24.063,11.056
1992-01-06,23.688,11.283
1992-01-03,23.563,11.51
1992-01-02,23.625,11.567
1991-12-31,23.875,11.907
1991-12-30,23.25,11.68
1991-12-27,23.063,11.226
1991-12-26,23.438,11.056
1991-12-24,22.688,10.206
1991-12-23,23.063,9.866
1991-12-20,21.75,9.639
1991-12-19,21.25,9.639
1991-12-18,21.0,9.469
1991-12-17,21.188,9.525
1991-12-16,21.625,9.639
1991-12-13,21.5,9.525
1991-12-12,21.375,9.525
1991-12-11,21.063,9.525
1991-12-10,21.188,9.525
1991-12-09,21.5,9.582
1991-12-06,21.5,9.639
1991-12-05,21.063,9.809
1991-12-04,20.688,9.299
1991-12-03,22.25,9.299
1991-12-02,22.438,9.525
1991-11-29,22.125,9.582
1991-11-27,22.063,9.639
1991-11-26,22.125,9.525
1991-11-25,22.25,9.469
1991-11-22,21.813,9.922
1991-11-21,22.063,10.036
1991-11-20,22.438,10.036
1991-11-19,22.813,10.206
1991-11-18,22.875,10.376
1991-11-15,22.563,10.603
1991-11-14,24.438,10.829
1991-11-13,24.625,11.0
1991-11-12,24.5,11.113
1991-11-11,24.75,11.113
1991-11-08,24.375,11.226
1991-11-07,24.688,11.34
1991-11-06,24.688,11.226
1991-11-05,24.688,11.453
1991-11-04,24.688,11.793
1991-11-01,24.813,11.567
1991-10-31,24.625,11.963
1991-10-30,24.5,11.85
1991-10-29,24.813,11.737
1991-10-28,24.688,11.567
1991-10-25,24.313,11.34
