Dates,BA,NOC
2022-09-22,138.71,496.46
2022-09-21,143.29,492.87
2022-09-20,145.94,494.0
2022-09-19,144.88,488.07
2022-09-16,144.29,485.2
2022-09-15,149.78,485.08
2022-09-14,149.26,484.88
2022-09-13,147.31,468.93
2022-09-12,158.72,482.3
2022-09-09,157.52,491.41
2022-09-08,157.79,489.73
2022-09-07,155.95,487.78
2022-09-06,152.39,479.74
2022-09-02,151.82,476.95
2022-09-01,153.66,480.32
2022-08-31,160.25,477.99
2022-08-30,162.21,480.93
2022-08-29,165.42,485.81
2022-08-26,164.53,485.13
2022-08-25,169.38,494.48
2022-08-24,163.6,488.89
2022-08-23,160.07,482.88
2022-08-22,158.98,484.19
2022-08-19,162.92,490.75
2022-08-18,168.69,492.88
2022-08-17,167.2,492.51
2022-08-16,172.08,485.5
2022-08-15,170.47,486.87
2022-08-12,169.99,479.58
2022-08-11,167.88,470.31
2022-08-10,169.02,473.14
2022-08-09,164.85,473.73
2022-08-08,165.89,470.05
2022-08-05,165.04,477.59
2022-08-04,166.5,478.04
2022-08-03,166.64,481.75
2022-08-02,163.28,481.05
2022-08-01,169.07,475.63
2022-07-29,159.31,478.9
2022-07-28,159.09,454.46
2022-07-27,156.09,445.81
2022-07-26,155.92,444.65
2022-07-25,156.64,453.32
2022-07-22,158.16,451.85
2022-07-21,161.41,453.8
2022-07-20,158.38,456.07
2022-07-19,156.13,457.39
2022-07-18,147.72,449.26
2022-07-15,147.74,461.2
2022-07-14,147.15,458.99
2022-07-13,143.95,465.2
2022-07-12,147.15,468.88
2022-07-11,136.99,475.51
2022-07-08,139.07,480.43
2022-07-07,139.97,479.38
2022-07-06,136.31,481.87
2022-07-05,137.7,464.36
2022-07-01,139.84,486.37
2022-06-30,136.72,478.57
2022-06-29,138.45,461.81
2022-06-28,138.7,464.67
2022-06-27,138.72,466.82
2022-06-24,141.53,463.7
2022-06-23,133.97,456.24
2022-06-22,137.16,458.61
2022-06-21,136.75,463.77
2022-06-17,136.8,443.93
2022-06-16,133.36,449.02
2022-06-15,133.72,458.45
2022-06-14,122.16,454.46
2022-06-13,115.86,460.68
2022-06-10,127.0,463.82
2022-06-09,133.73,462.92
2022-06-08,139.63,472.45
2022-06-07,140.82,492.06
2022-06-06,139.24,478.86
2022-06-03,139.25,478.37
2022-06-02,140.5,462.87
2022-06-01,130.65,464.25
2022-05-31,131.4,467.97
2022-05-27,132.23,470.76
2022-05-26,127.73,467.43
2022-05-25,122.06,467.62
2022-05-24,119.4,471.1
2022-05-23,124.07,456.77
2022-05-20,120.7,443.33
2022-05-19,127.14,448.5
2022-05-18,125.52,454.87
2022-05-17,132.05,459.28
2022-05-16,124.05,458.08
2022-05-13,127.2,452.83
2022-05-12,123.14,450.78
2022-05-11,129.39,446.48
2022-05-10,132.95,449.97
2022-05-09,133.31,453.98
2022-05-06,148.9,468.7
2022-05-05,150.47,466.66
2022-05-04,156.97,462.57
2022-05-03,153.58,451.25
2022-05-02,148.61,438.62
2022-04-29,148.84,439.4
2022-04-28,154.22,445.17
2022-04-27,154.46,439.77
2022-04-26,167.04,442.51
2022-04-25,175.91,444.02
2022-04-22,176.92,447.4
2022-04-21,181.02,443.45
2022-04-20,183.55,463.4
2022-04-19,185.98,464.41
2022-04-18,179.85,465.58
2022-04-14,181.94,467.2
2022-04-13,182.87,464.52
2022-04-12,176.28,463.28
2022-04-11,175.03,462.14
2022-04-08,175.2,463.66
2022-04-07,177.97,470.77
2022-04-06,178.72,461.46
2022-04-05,182.65,454.01
2022-04-04,191.18,452.29
2022-04-01,190.76,454.79
2022-03-31,191.5,447.22
2022-03-30,194.91,453.33
2022-03-29,193.8,446.31
2022-03-28,188.16,446.8
2022-03-25,188.95,458.18
2022-03-24,189.05,454.57
2022-03-23,186.04,446.92
2022-03-22,191.04,446.3
2022-03-21,185.9,446.6
2022-03-18,192.83,427.95
2022-03-17,190.19,428.8
2022-03-16,188.99,424.43
2022-03-15,179.89,447.82
2022-03-14,175.52,441.42
2022-03-11,176.23,436.3
2022-03-10,178.39,444.61
2022-03-09,178.56,449.92
2022-03-08,173.8,449.21
2022-03-07,169.17,477.95
2022-03-04,180.84,468.57
2022-03-03,188.85,449.69
2022-03-02,197.81,453.39
2022-03-01,194.91,456.1
2022-02-28,205.34,442.14
2022-02-25,201.48,409.67
2022-02-24,198.43,395.49
2022-02-23,196.42,386.08
2022-02-22,198.74,390.73
2022-02-18,209.03,391.25
2022-02-17,213.58,398.11
2022-02-16,218.93,393.66
2022-02-15,217.73,384.77
2022-02-14,210.04,390.6
2022-02-11,212.3,399.32
2022-02-10,218.75,382.02
2022-02-09,215.86,384.36
2022-02-08,213.27,379.32
2022-02-07,211.92,373.16
2022-02-04,206.45,369.75
2022-02-03,206.39,373.81
2022-02-02,207.52,370.98
2022-02-01,208.34,370.58
2022-01-31,200.24,369.9
2022-01-28,190.57,380.2
2022-01-27,189.75,373.99
2022-01-26,194.27,403.23
2022-01-25,204.1,403.18
2022-01-24,204.2,403.06
2022-01-21,205.44,398.81
2022-01-20,214.19,397.41
2022-01-19,217.08,401.65
2022-01-18,225.01,401.63
2022-01-14,225.96,403.45
2022-01-13,223.9,397.61
2022-01-12,217.45,395.53
2022-01-11,216.02,400.6
2022-01-10,209.31,402.23
2022-01-07,215.5,400.42
2022-01-06,211.34,397.27
2022-01-05,213.07,394.99
2022-01-04,213.63,396.99
2022-01-03,207.86,385.53
2021-12-31,201.32,387.07
2021-12-30,202.71,384.53
2021-12-29,203.66,384.99
2021-12-28,206.13,385.33
2021-12-27,203.17,384.21
2021-12-23,204.22,381.17
2021-12-22,201.69,379.81
2021-12-21,199.52,378.49
2021-12-20,188.48,369.95
2021-12-17,192.63,377.46
2021-12-16,190.79,378.72
2021-12-15,195.43,378.82
2021-12-14,195.5,376.22
2021-12-13,197.4,377.33
2021-12-10,205.06,371.06
2021-12-09,207.56,367.86
2021-12-08,211.03,364.09
2021-12-07,208.83,362.67
2021-12-06,205.88,363.96
2021-12-03,198.49,357.84
2021-12-02,202.38,352.57
2021-12-01,188.19,345.98
2021-11-30,197.85,348.8
2021-11-29,198.5,356.39
2021-11-26,199.21,353.98
2021-11-24,210.6,361.37
2021-11-23,209.13,364.21
2021-11-22,209.9,363.15
2021-11-19,214.13,353.13
2021-11-18,227.25,351.42
2021-11-17,226.62,353.96
2021-11-16,225.8,354.6
2021-11-15,233.09,360.0
2021-11-12,220.96,359.65
2021-11-11,219.38,359.94
2021-11-10,218.5,362.1
2021-11-09,220.79,364.52
2021-11-08,222.68,363.27
2021-11-05,224.46,364.37
2021-11-04,213.03,356.66
2021-11-03,213.38,354.11
2021-11-02,212.77,353.2
2021-11-01,214.58,354.85
2021-10-29,207.03,357.22
2021-10-28,207.85,358.64
2021-10-27,206.61,388.15
2021-10-26,209.81,396.57
2021-10-25,212.87,406.62
2021-10-22,212.97,406.21
2021-10-21,214.34,402.77
2021-10-20,216.17,400.88
2021-10-19,215.97,399.3
2021-10-18,216.98,393.89
2021-10-15,217.04,395.36
2021-10-14,217.44,389.94
2021-10-13,221.78,388.7
2021-10-12,223.57,390.07
2021-10-11,226.45,393.16
2021-10-08,226.39,389.72
2021-10-07,226.48,382.7
2021-10-06,224.99,377.32
2021-10-05,224.42,369.88
2021-10-04,223.79,365.67
2021-10-01,226.0,360.92
2021-09-30,219.94,360.15
2021-09-29,225.36,362.98
2021-09-28,218.41,358.3
2021-09-27,224.16,357.21
2021-09-24,221.39,355.7
2021-09-23,221.1,350.91
2021-09-22,216.98,348.52
2021-09-21,208.51,345.14
2021-09-20,209.5,348.81
2021-09-17,213.36,350.24
2021-09-16,213.36,349.66
2021-09-15,214.22,355.74
2021-09-14,211.57,351.73
2021-09-13,214.48,353.7
2021-09-10,210.3,354.1
2021-09-09,213.94,356.78
2021-09-08,211.38,360.4
2021-09-07,214.24,358.88
2021-09-03,218.17,365.93
2021-09-02,220.83,368.3
2021-09-01,218.12,364.98
2021-08-31,219.5,367.7
2021-08-30,217.66,367.62
2021-08-27,221.75,364.84
2021-08-26,216.5,366.76
2021-08-25,221.03,362.66
2021-08-24,221.43,362.77
2021-08-23,219.4,362.92
2021-08-20,212.67,363.0
2021-08-19,212.16,361.09
2021-08-18,219.0,363.16
2021-08-17,222.22,368.63
2021-08-16,229.06,368.62
2021-08-13,234.46,363.11
2021-08-12,238.18,363.86
2021-08-11,239.49,366.1
2021-08-10,235.78,362.68
2021-08-09,232.27,360.99
2021-08-06,231.33,362.11
2021-08-05,229.94,358.72
2021-08-04,226.63,357.25
2021-08-03,229.09,364.44
2021-08-02,225.34,361.84
2021-07-30,226.48,363.02
2021-07-29,231.63,365.66
2021-07-28,231.57,360.11
2021-07-27,222.27,362.2
2021-07-26,225.85,358.26
2021-07-23,221.52,361.31
2021-07-22,220.87,359.26
2021-07-21,222.54,361.46
2021-07-20,217.15,359.97
2021-07-19,206.99,355.0
2021-07-16,217.74,362.81
2021-07-15,222.76,364.12
2021-07-14,224.45,363.94
2021-07-13,228.2,367.39
2021-07-12,238.29,370.33
2021-07-09,239.59,371.82
2021-07-08,236.77,369.94
2021-07-07,231.78,371.26
2021-07-06,236.14,367.65
2021-07-02,236.68,369.2
2021-07-01,239.73,367.62
2021-06-30,239.56,363.43
2021-06-29,235.76,360.31
2021-06-28,239.96,370.21
2021-06-25,248.38,373.31
2021-06-24,250.57,369.68
2021-06-23,243.57,370.28
2021-06-22,243.78,372.57
2021-06-21,245.28,373.29
2021-06-18,237.35,367.19
2021-06-17,239.22,368.7
2021-06-16,242.27,372.21
2021-06-15,246.54,375.0
2021-06-14,245.14,372.23
2021-06-11,247.28,375.06
2021-06-10,248.34,372.51
2021-06-09,248.06,372.6
2021-06-08,252.76,371.11
2021-06-07,252.66,371.84
2021-06-04,249.92,377.51
2021-06-03,250.32,366.51
2021-06-02,255.62,367.21
2021-06-01,254.73,365.62
2021-05-28,247.02,365.87
2021-05-27,250.7,370.46
2021-05-26,241.37,366.72
2021-05-25,240.74,369.99
2021-05-24,237.44,372.18
2021-05-21,234.82,370.46
2021-05-20,227.65,371.96
2021-05-19,224.42,370.9
2021-05-18,227.55,368.62
2021-05-17,227.98,372.87
2021-05-14,228.47,371.61
2021-05-13,222.64,370.06
2021-05-12,220.78,363.15
2021-05-11,228.88,368.3
2021-05-10,232.93,373.8
2021-05-07,235.47,370.63
2021-05-06,229.81,370.05
2021-05-05,228.18,372.99
2021-05-04,233.63,368.12
2021-05-03,235.19,361.0
2021-04-30,234.31,354.44
2021-04-29,235.94,352.22
2021-04-28,235.46,338.37
2021-04-27,242.47,339.87
2021-04-26,241.44,337.8
2021-04-23,238.38,342.04
2021-04-22,234.33,343.43
2021-04-21,235.92,345.52
2021-04-20,234.06,345.14
2021-04-19,244.15,344.64
2021-04-16,248.18,346.43
2021-04-15,251.11,344.59
2021-04-14,252.43,341.82
2021-04-13,253.27,338.61
2021-04-12,249.52,340.69
2021-04-09,252.36,339.95
2021-04-08,254.95,336.12
2021-04-07,252.58,333.97
2021-04-06,255.17,331.16
2021-04-05,259.36,330.65
2021-04-01,252.96,322.24
2021-03-31,254.72,323.64
2021-03-30,252.01,322.68
2021-03-29,250.52,323.15
2021-03-26,244.87,319.02
2021-03-25,247.19,321.19
2021-03-24,239.24,316.03
2021-03-23,241.25,314.14
2021-03-22,251.23,314.21
2021-03-19,255.82,308.65
2021-03-18,256.06,314.94
2021-03-17,263.59,310.57
2021-03-16,255.21,305.84
2021-03-15,265.63,305.74
2021-03-12,269.19,301.79
2021-03-11,252.0,299.41
2021-03-10,245.34,300.0
2021-03-09,230.61,298.3
2021-03-08,224.03,305.62
2021-03-05,223.22,300.91
2021-03-04,224.71,297.51
2021-03-03,228.56,299.1
2021-03-02,223.14,298.78
2021-03-01,224.39,293.46
2021-02-26,212.01,291.66
2021-02-25,216.45,301.89
2021-02-24,229.34,301.73
2021-02-23,212.12,298.68
2021-02-22,212.88,297.94
2021-02-19,217.47,297.24
2021-02-18,208.48,297.86
2021-02-17,215.52,297.18
2021-02-16,217.18,290.88
2021-02-12,210.98,297.36
2021-02-11,210.66,299.63
2021-02-10,211.92,303.63
2021-02-09,215.12,303.78
2021-02-08,211.95,300.13
2021-02-05,207.93,298.79
2021-02-04,210.64,301.85
2021-02-03,207.39,300.74
2021-02-02,200.94,300.0
2021-02-01,195.84,292.31
2021-01-29,194.19,286.61
2021-01-28,197.23,293.03
2021-01-27,194.03,292.24
2021-01-26,202.06,293.11
2021-01-25,203.36,299.35
2021-01-22,205.84,298.16
2021-01-21,207.41,296.87
2021-01-20,211.45,298.78
2021-01-19,210.71,298.02
2021-01-15,204.32,300.75
2021-01-14,209.91,303.02
2021-01-13,207.21,299.46
2021-01-12,208.41,297.54
2021-01-11,206.79,294.74
2021-01-08,209.9,288.33
2021-01-07,212.71,292.58
2021-01-06,211.03,299.14
2021-01-05,211.63,296.59
2021-01-04,202.72,294.76
2020-12-31,214.06,304.72
2020-12-30,216.67,302.61
2020-12-29,216.25,300.99
2020-12-28,216.09,303.02
2020-12-24,217.15,299.6
2020-12-23,219.69,300.66
2020-12-22,218.78,296.32
2020-12-21,219.31,297.61
2020-12-18,219.75,303.13
2020-12-17,221.24,300.68
2020-12-16,225.87,302.01
2020-12-15,229.5,298.51
2020-12-14,228.62,298.0
2020-12-11,230.33,300.57
2020-12-10,234.43,298.43
2020-12-09,232.06,303.73
2020-12-08,236.57,301.96
2020-12-07,238.17,301.0
2020-12-04,232.71,307.23
2020-12-03,237.2,303.43
2020-12-02,223.85,298.77
2020-12-01,213.01,301.1
2020-11-30,210.71,302.26
2020-11-27,216.5,306.03
2020-11-25,217.61,312.26
2020-11-24,218.49,309.98
2020-11-23,211.53,306.49
2020-11-20,199.62,306.42
2020-11-19,205.67,309.48
2020-11-18,203.3,310.6
2020-11-17,210.05,312.63
2020-11-16,202.4,312.73
2020-11-13,187.11,311.71
2020-11-12,176.72,306.23
2020-11-11,182.15,309.96
2020-11-10,188.69,314.51
2020-11-09,179.36,301.28
2020-11-06,157.74,301.36
2020-11-05,157.09,307.4
2020-11-04,151.63,315.64
2020-11-03,153.65,304.82
2020-11-02,148.6,296.63
2020-10-30,144.39,289.82
2020-10-29,148.29,292.39
2020-10-28,148.14,293.66
2020-10-27,155.24,302.12
2020-10-26,160.83,309.84
2020-10-23,167.36,308.43
2020-10-22,169.07,302.99
2020-10-21,163.86,308.37
2020-10-20,167.24,309.05
2020-10-19,167.11,311.33
2020-10-16,167.35,316.24
2020-10-15,164.24,314.82
2020-10-14,163.24,314.89
2020-10-13,162.14,312.6
2020-10-12,167.35,316.59
2020-10-09,167.33,315.28
2020-10-08,168.0,319.68
2020-10-07,164.61,313.89
2020-10-06,159.54,308.97
2020-10-05,171.2,312.18
2020-10-02,168.08,313.95
2020-10-01,167.86,311.81
2020-09-30,165.26,315.49
2020-09-29,163.6,325.28
2020-09-28,166.08,329.52
2020-09-25,156.03,328.0
2020-09-24,146.05,324.72
2020-09-23,151.18,328.06
2020-09-22,156.8,332.8
2020-09-21,156.35,325.89
2020-09-18,161.14,341.5
2020-09-17,167.53,343.84
2020-09-16,167.46,343.47
2020-09-15,163.49,338.02
2020-09-14,165.35,338.45
2020-09-11,160.23,338.88
2020-09-10,157.69,330.02
2020-09-09,160.78,339.41
2020-09-08,161.08,334.56
2020-09-04,171.05,339.03
2020-09-03,168.77,342.23
2020-09-02,174.78,348.36
2020-09-01,172.1,340.38
2020-08-31,171.82,342.61
2020-08-28,175.8,344.75
2020-08-27,174.2,348.99
2020-08-26,171.9,341.41
2020-08-25,174.73,343.0
2020-08-24,178.27,344.42
2020-08-21,167.5,337.86
2020-08-20,169.58,336.67
2020-08-19,169.27,337.91
2020-08-18,170.23,337.6
2020-08-17,172.01,339.76
2020-08-14,178.08,342.06
2020-08-13,174.73,338.62
2020-08-12,175.44,339.4
2020-08-11,180.13,341.85
2020-08-10,179.41,335.73
2020-08-07,170.02,329.27
2020-08-06,172.2,326.34
2020-08-05,174.28,329.71
2020-08-04,165.07,325.01
2020-08-03,162.27,323.59
2020-07-31,158.0,325.01
2020-07-30,161.95,326.01
2020-07-29,166.01,315.26
2020-07-28,170.84,312.87
2020-07-27,170.21,308.02
2020-07-24,173.76,312.69
2020-07-23,176.45,313.06
2020-07-22,179.79,316.0
2020-07-21,178.63,308.19
2020-07-20,174.42,301.49
2020-07-17,175.66,306.84
2020-07-16,178.7,303.65
2020-07-15,187.94,300.76
2020-07-14,179.96,295.55
2020-07-13,175.65,292.35
2020-07-10,178.44,292.0
2020-07-09,173.28,285.95
2020-07-08,180.08,301.1
2020-07-07,178.88,304.47
2020-07-06,187.91,312.4
2020-07-02,180.81,309.97
2020-07-01,180.32,308.14
2020-06-30,183.3,307.44
2020-06-29,194.49,309.02
2020-06-26,170.01,301.86
2020-06-25,174.88,301.75
2020-06-24,176.69,301.91
2020-06-23,187.88,307.1
2020-06-22,188.52,315.56
2020-06-19,187.02,312.66
2020-06-18,192.29,317.83
2020-06-17,192.54,322.29
2020-06-16,197.77,324.74
2020-06-15,190.94,313.62
2020-06-12,189.51,317.68
2020-06-11,170.0,320.99
2020-06-10,203.41,341.25
2020-06-09,216.74,342.53
2020-06-08,230.5,348.79
2020-06-05,205.43,342.1
2020-06-04,184.3,335.74
2020-06-03,173.16,335.96
2020-06-02,153.31,327.06
2020-06-01,151.39,330.67
2020-05-29,145.85,335.2
2020-05-28,149.82,342.73
2020-05-27,149.52,342.98
2020-05-26,144.73,324.19
2020-05-22,137.53,325.91
2020-05-21,139.0,328.11
2020-05-20,133.32,320.4
2020-05-19,130.44,327.03
2020-05-18,135.44,331.17
2020-05-15,120.0,321.63
2020-05-14,122.52,311.93
2020-05-13,121.5,320.46
2020-05-12,125.22,325.51
2020-05-11,128.91,327.47
2020-05-08,133.44,327.65
2020-05-07,128.65,324.14
2020-05-06,121.86,323.03
2020-05-05,125.4,328.74
2020-05-04,131.46,322.56
2020-05-01,133.37,328.06
2020-04-30,141.02,330.67
2020-04-29,139.0,331.83
2020-04-28,131.3,344.53
2020-04-27,128.68,344.81
2020-04-24,128.98,339.31
2020-04-23,137.74,335.83
2020-04-22,134.97,342.01
2020-04-21,136.33,333.68
2020-04-20,143.61,343.91
2020-04-17,154.0,356.3
2020-04-16,134.24,346.24
2020-04-15,145.98,344.29
2020-04-14,141.0,348.79
2020-04-13,147.33,338.85
2020-04-09,151.84,336.65
2020-04-08,146.87,329.67
2020-04-07,141.58,325.52
2020-04-06,148.77,332.33
2020-04-03,124.52,313.61
2020-04-02,123.27,314.29
2020-04-01,130.7,306.99
2020-03-31,149.14,302.55
2020-03-30,152.28,313.72
2020-03-27,162.0,312.15
2020-03-26,180.55,321.19
2020-03-25,158.73,288.36
2020-03-24,127.68,281.28
2020-03-23,105.62,269.86
2020-03-20,95.01,284.02
2020-03-19,97.71,296.91
2020-03-18,101.89,323.0
2020-03-17,124.14,319.33
2020-03-16,129.61,282.59
2020-03-13,170.2,314.5
2020-03-12,154.84,290.5
2020-03-11,189.08,317.85
2020-03-10,231.01,334.89
2020-03-09,227.17,313.28
2020-03-06,262.33,328.96
2020-03-05,260.37,327.78
2020-03-04,283.12,346.97
2020-03-03,280.62,329.38
2020-03-02,289.27,335.99
2020-02-28,275.11,328.84
2020-02-27,287.76,331.57
2020-02-26,305.59,334.32
2020-02-25,304.14,339.97
2020-02-24,317.9,359.39
2020-02-21,330.38,365.01
2020-02-20,336.28,363.25
2020-02-19,338.3,366.15
2020-02-18,338.88,372.42
2020-02-14,340.49,370.94
2020-02-13,342.82,368.0
2020-02-12,347.45,367.73
2020-02-11,344.42,368.04
2020-02-10,344.67,363.29
2020-02-07,336.75,361.42
2020-02-06,341.43,363.75
2020-02-05,329.55,367.8
2020-02-04,317.94,361.81
2020-02-03,316.0,363.75
2020-01-31,318.27,374.57
2020-01-30,323.3,384.87
2020-01-29,322.02,382.65
2020-01-28,316.56,381.84
2020-01-27,316.6,379.07
2020-01-24,323.05,381.64
2020-01-23,317.79,381.5
2020-01-22,309.0,375.32
2020-01-21,313.37,378.13
2020-01-17,324.15,379.97
2020-01-16,332.0,383.78
2020-01-15,329.8,380.26
2020-01-14,332.35,374.67
2020-01-13,330.22,376.83
2020-01-10,329.92,374.39
2020-01-09,336.34,372.36
2020-01-08,331.37,370.29
2020-01-07,337.28,374.97
2020-01-06,333.74,375.83
2020-01-03,332.76,375.01
2020-01-02,333.32,355.7
2019-12-31,325.76,343.97
2019-12-30,326.4,349.07
2019-12-27,330.14,346.44
2019-12-26,329.92,347.96
2019-12-24,333.0,347.08
2019-12-23,337.55,348.12
2019-12-20,328.0,345.91
2019-12-19,333.5,342.21
2019-12-18,330.68,338.7
2019-12-17,327.0,345.84
2019-12-16,327.0,344.69
2019-12-13,341.67,344.65
2019-12-12,346.29,345.9
2019-12-11,350.0,348.71
2019-12-10,347.9,344.48
2019-12-09,351.21,343.05
2019-12-06,354.09,344.76
2019-12-05,345.68,344.41
2019-12-04,348.84,343.21
2019-12-03,352.08,343.15
2019-12-02,355.18,341.73
2019-11-29,366.18,351.77
2019-11-27,368.0,352.88
2019-11-26,373.51,353.85
2019-11-25,373.13,349.75
2019-11-22,371.34,349.16
2019-11-21,366.44,348.22
2019-11-20,370.91,353.0
2019-11-19,367.0,353.54
2019-11-18,369.46,356.7
2019-11-15,371.68,356.66
2019-11-14,367.44,355.69
2019-11-13,362.5,353.72
2019-11-12,362.88,351.69
2019-11-11,366.96,350.0
2019-11-08,351.0,350.11
2019-11-07,357.31,343.43
2019-11-06,354.19,344.02
2019-11-05,358.29,337.85
2019-11-04,351.09,340.67
2019-11-01,345.19,352.13
2019-10-31,339.91,352.48
2019-10-30,346.06,354.08
2019-10-29,348.93,347.17
2019-10-28,340.88,346.53
2019-10-25,339.83,345.0
2019-10-24,344.55,356.91
2019-10-23,340.5,353.2
2019-10-22,337.0,352.38
2019-10-21,331.06,350.39
2019-10-18,344.0,349.62
2019-10-17,369.06,356.27
2019-10-16,372.43,364.69
2019-10-15,370.96,361.94
2019-10-14,373.18,366.42
2019-10-11,374.92,362.22
2019-10-10,371.0,368.75
2019-10-09,374.96,367.63
2019-10-08,374.1,368.44
2019-10-07,376.54,367.92
2019-10-04,375.7,368.98
2019-10-03,372.07,364.33
2019-10-02,367.36,362.5
2019-10-01,374.94,367.79
2019-09-30,380.47,374.79
2019-09-27,382.86,371.18
2019-09-26,386.89,382.15
2019-09-25,386.2,375.01
2019-09-24,381.65,369.51
2019-09-23,377.03,369.13
2019-09-20,379.39,368.18
2019-09-19,384.44,375.58
2019-09-18,386.41,377.42
2019-09-17,384.2,374.47
2019-09-16,378.85,371.43
2019-09-13,379.76,363.68
2019-09-12,375.63,365.22
2019-09-11,382.94,358.85
2019-09-10,369.49,355.09
2019-09-09,358.78,355.83
2019-09-06,363.0,367.77
2019-09-05,360.3,368.43
2019-09-04,356.53,372.06
2019-09-03,354.42,366.23
2019-08-30,364.09,367.87
2019-08-29,362.74,367.93
2019-08-28,359.97,363.9
2019-08-27,354.73,364.18
2019-08-26,359.04,366.65
2019-08-23,356.01,361.5
2019-08-22,354.41,372.02
2019-08-21,339.99,369.14
2019-08-20,331.75,369.01
2019-08-19,333.78,370.08
2019-08-16,330.45,367.91
2019-08-15,328.0,365.22
2019-08-14,320.42,361.42
2019-08-13,332.86,370.66
2019-08-12,332.94,373.21
2019-08-09,337.55,370.54
2019-08-08,336.35,368.96
2019-08-07,331.38,361.42
2019-08-06,332.45,354.25
2019-08-05,331.06,342.81
2019-08-02,339.56,341.16
2019-08-01,334.29,345.02
2019-07-31,341.18,345.57
2019-07-30,347.46,352.91
2019-07-29,340.21,355.43
2019-07-26,345.0,352.52
2019-07-25,348.09,354.72
2019-07-24,361.43,342.97
2019-07-23,373.07,323.99
2019-07-22,373.42,323.2
2019-07-19,377.36,322.16
2019-07-18,361.11,321.14
2019-07-17,369.52,322.0
2019-07-16,362.75,323.83
2019-07-15,361.61,325.27
2019-07-12,365.33,329.53
2019-07-11,359.0,324.93
2019-07-10,352.3,324.06
2019-07-09,353.09,325.81
2019-07-08,351.12,323.99
2019-07-05,355.86,325.2
2019-07-03,354.47,325.25
2019-07-02,354.16,323.69
2019-07-01,356.46,318.54
2019-06-28,364.01,323.11
2019-06-27,364.02,318.28
2019-06-26,374.94,318.7
2019-06-25,369.32,321.15
2019-06-24,373.99,321.48
2019-06-21,371.84,322.16
2019-06-20,374.88,323.82
2019-06-19,368.56,315.19
2019-06-18,373.96,313.19
2019-06-17,354.9,309.47
2019-06-14,347.16,309.43
2019-06-13,348.86,307.63
2019-06-12,347.03,304.85
2019-06-11,349.33,300.73
2019-06-10,353.8,311.31
2019-06-07,353.7,318.29
2019-06-06,350.64,314.82
2019-06-05,348.75,316.77
2019-06-04,344.62,312.27
2019-06-03,338.89,306.94
2019-05-31,341.61,303.25
2019-05-30,349.87,309.81
2019-05-29,348.8,306.01
2019-05-28,354.88,308.23
2019-05-24,354.9,312.07
2019-05-23,350.55,311.09
2019-05-22,352.78,316.63
2019-05-21,358.75,316.24
2019-05-20,352.79,314.58
2019-05-17,355.02,306.69
2019-05-16,353.81,304.71
2019-05-15,345.64,294.49
2019-05-14,343.04,295.64
2019-05-13,337.37,295.48
2019-05-10,354.67,300.8
2019-05-09,354.13,295.0
2019-05-08,359.75,290.56
2019-05-07,357.23,288.38
2019-05-06,371.6,291.34
2019-05-03,376.46,292.04
2019-05-02,375.8,289.93
2019-05-01,376.8,289.31
2019-04-30,377.69,289.91
2019-04-29,379.05,286.0
2019-04-26,380.79,283.13
2019-04-25,382.8,279.19
2019-04-24,375.46,280.0
2019-04-23,374.02,292.61
2019-04-22,375.17,282.89
2019-04-18,380.07,281.16
2019-04-17,377.52,278.77
2019-04-16,381.72,281.61
2019-04-15,375.46,280.22
2019-04-12,379.64,283.05
2019-04-11,370.16,277.39
2019-04-10,364.94,270.53
2019-04-09,369.04,273.47
2019-04-08,374.52,276.9
2019-04-05,391.93,276.3
2019-04-04,395.86,271.01
2019-04-03,384.74,266.76
2019-04-02,390.75,273.33
2019-04-01,391.54,274.11
2019-03-29,381.42,269.6
2019-03-28,374.44,267.0
2019-03-27,374.21,263.92
2019-03-26,370.38,265.85
2019-03-25,370.46,268.6
2019-03-22,362.17,268.36
2019-03-21,372.7,272.48
2019-03-20,376.16,270.46
2019-03-19,373.43,271.01
2019-03-18,372.28,274.89
2019-03-15,378.99,271.21
2019-03-14,373.3,274.75
2019-03-13,377.14,279.16
2019-03-12,375.41,275.17
2019-03-11,400.01,279.22
2019-03-08,422.54,275.96
2019-03-07,422.56,276.44
2019-03-06,424.46,280.46
2019-03-05,430.12,282.87
2019-03-04,432.69,283.1
2019-03-01,440.62,287.0
2019-02-28,439.96,289.96
2019-02-27,435.44,286.77
2019-02-26,426.77,286.55
2019-02-25,426.87,287.05
2019-02-22,424.05,288.71
2019-02-21,417.58,287.5
2019-02-20,421.55,288.22
2019-02-19,416.26,287.35
2019-02-15,417.97,286.98
2019-02-14,409.82,280.6
2019-02-13,410.58,283.3
2019-02-12,410.72,284.08
2019-02-11,403.95,281.47
2019-02-08,404.91,280.62
2019-02-07,405.17,278.53
2019-02-06,411.11,280.41
2019-02-05,410.18,278.46
2019-02-04,397.0,278.73
2019-02-01,387.43,272.96
2019-01-31,385.62,275.55
2019-01-30,387.72,280.82
2019-01-29,364.91,280.13
2019-01-28,362.97,274.3
2019-01-25,364.2,272.84
2019-01-24,358.27,269.82
2019-01-23,358.61,270.23
2019-01-22,357.9,264.73
2019-01-18,364.73,267.75
2019-01-17,359.09,264.08
2019-01-16,352.06,255.74
2019-01-15,352.24,258.94
2019-01-14,350.36,259.96
2019-01-11,352.9,256.05
